mirname	KO1	KO2	KO3	WT1	WT2	WT3	C352A1	C352A2	C352A3	P351A1	P351A2	P351A3	ALA-1	ALA-2	ALA-3
hsa-mir-4479	28.0	28.974841560107222	27.572588594629398	30.685187555722003	22.398324961197254	28.539226008279687	22.111817301874634	33.2868943990302	22.50112491701149	30.248080550416603	22.281859366850153	33.18661423142335	36.47248069108639	48.23831314829436	49.94850298634447
hsa-mir-4482	0.0	3.2194268400119133	0.0	0.0	1.7229480739382503	1.426961300413984	0.9025231551785564	0.0	1.406320307313218	0.0	0.40512471576091186	0.9760768891595103	0.0	1.1485312654355802	1.536877014964445
hsa-mir-4483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40512471576091186	0.0	0.0	0.0	0.0
hsa-mir-4484	1.0	3.2194268400119133	2.506598963148127	1.3341385893792175	0.0	1.426961300413984	0.4512615775892782	0.0	0.0	0.0	0.8102494315218237	0.48803844457975515	0.0	0.0	0.7684385074822225
hsa-mir-4485	32.0	35.41369524013105	20.052791705185015	21.34621743006748	12.060636517567751	8.561767802483905	13.537847327678348	31.06776810576152	8.437921843879307	8.249476513749983	10.128117894022797	2.4401922228987756	40.76336077239067	33.30740669763181	22.284716716984462
hsa-mir-4488	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21912629326868	0.0	0.9166085015277758	0.40512471576091186	0.0	0.0	0.0	0.0
hsa-mir-4489	2.0	0.0	7.519796889444381	1.3341385893792175	5.1688442218147514	2.853922600827968	2.256307887946391	0.0	0.0	2.2915212538194396	1.6204988630436474	0.0	1.07272002032607	1.1485312654355802	1.536877014964445
hsa-mir-4492	1.0	0.0	0.0	1.3341385893792175	0.0	0.0	0.4512615775892782	0.0	0.0	0.9166085015277758	0.8102494315218237	0.48803844457975515	0.0	0.0	0.0
hsa-mir-4495	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-4496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40512471576091186	0.0	0.0	0.0	0.0
hsa-mir-4498	2.0	6.4388536800238265	2.506598963148127	5.33655435751687	1.7229480739382503	1.426961300413984	4.512615775892782	0.0	7.0316015365660895	2.7498255045833275	2.0256235788045593	2.4401922228987756	5.36360010163035	5.742656327177901	0.0
hsa-mir-449a	22.0	9.65828052003574	25.065989631481266	102.72867138219976	60.30318258783876	48.516684214075454	11.281539439731956	17.75301034614944	4.218960921939654	60.03785685006932	62.794330942941336	79.06222802192035	43.98152083336889	82.69425111136177	133.70830030190672
hsa-mir-449b	10.0	3.2194268400119133	7.519796889444381	22.680356019446698	5.1688442218147514	19.97745820579578	1.3537847327678345	6.657378879806041	4.218960921939654	6.416259510694431	3.2409977260872944	1.4641153337392654	11.79992022358677	25.26768783958276	9.22126208978667
hsa-mir-449c	39.0	19.31656104007148	25.065989631481273	84.05073113089072	39.627805700579756	47.089722913661475	18.501724681160407	8.87650517307472	11.250562458505744	26.12334229354161	22.281859366850153	10.248807336174858	39.690640752064596	45.9412506174232	30.737540299288906
hsa-mir-4501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-4502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9760768891595103	0.0	0.0	0.0
hsa-mir-4504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4583042507638879	1.2153741472827355	0.9760768891595103	0.0	2.2970625308711603	0.0
hsa-mir-4507	0.0	6.4388536800238265	2.506598963148127	0.0	0.0	0.0	0.4512615775892782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-4508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40512471576091186	0.0	0.0	0.0	0.0
hsa-mir-450a-1	0.0	0.0	0.0	30.685187555722003	13.783584591506003	5.707845201655936	0.0	0.0	0.0	0.4583042507638879	1.6204988630436474	1.4641153337392654	9.65448018293463	12.633843919791381	5.379069552375557
hsa-mir-450a-2	0.0	0.0	0.0	30.685187555722003	13.783584591506003	7.13480650206992	0.0	0.0	0.0	0.4583042507638879	1.2153741472827355	1.4641153337392654	9.65448018293463	12.633843919791381	5.379069552375557
hsa-mir-450b	1.0	0.0	0.0	33.35346473448044	8.614740369691251	9.988729102897889	0.0	0.0	0.0	1.3749127522916638	0.8102494315218237	1.4641153337392654	9.65448018293463	2.2970625308711603	0.0
hsa-mir-4511	4.0	0.0	5.013197926296254	2.668277178758435	3.4458961478765007	4.280883901241952	0.4512615775892782	0.0	0.0	0.9166085015277758	1.2153741472827355	0.48803844457975515	1.07272002032607	1.1485312654355802	0.7684385074822225
hsa-mir-4512	2.0	0.0	2.506598963148127	0.0	0.0	2.853922600827968	0.4512615775892782	0.0	0.0	0.4583042507638879	0.40512471576091186	0.0	0.0	0.0	0.7684385074822225
hsa-mir-4515	3.0	6.4388536800238265	10.026395852592508	10.673108715033738	3.4458961478765007	1.426961300413984	2.7075694655356695	11.0956314663434	7.0316015365660895	4.124738256874991	3.240997726087295	0.9760768891595103	0.0	4.594125061742321	1.536877014964445
hsa-mir-4516	2.0	3.2194268400119133	2.506598963148127	0.0	1.7229480739382503	1.426961300413984	0.0	4.43825258653736	0.0	0.0	0.0	0.48803844457975515	0.0	0.0	0.7684385074822225
hsa-mir-4517	31.0	9.65828052003574	27.572588594629394	20.012078840688265	20.675376887259006	19.977458205795777	7.220185241428452	11.0956314663434	12.656882765818963	1.3749127522916638	0.0	0.48803844457975515	28.96344054880389	25.267687839582763	16.137208657126674
hsa-mir-4519	0.0	3.2194268400119133	2.506598963148127	2.668277178758435	1.7229480739382503	2.853922600827968	2.256307887946391	4.43825258653736	2.812640614626436	1.8332170030555517	2.8358730103263827	1.4641153337392654	7.50904014228249	3.4455937963067402	3.07375402992889
hsa-mir-451a	1.0	3.2194268400119133	7.519796889444381	2.668277178758435	0.0	2.853922600827968	0.4512615775892782	2.21912629326868	1.406320307313218	0.4583042507638879	0.0	0.9760768891595103	1.07272002032607	0.0	1.536877014964445
hsa-mir-452	3.0	3.2194268400119133	0.0	81.38245395213227	25.844221109073757	49.94364551448945	1.8050463103571128	4.43825258653736	2.812640614626436	6.416259510694431	8.912743746740063	7.8086151132760815	37.54520071141245	49.386844413729946	32.27441731425335
hsa-mir-4520-1	0.0	0.0	2.506598963148127	0.0	0.0	1.426961300413984	0.0	0.0	0.0	0.4583042507638879	1.2153741472827355	0.9760768891595103	2.14544004065214	1.1485312654355802	0.7684385074822225
hsa-mir-4520-2	0.0	0.0	2.506598963148127	0.0	0.0	1.426961300413984	0.0	0.0	0.0	0.0	0.40512471576091186	0.9760768891595103	2.14544004065214	1.1485312654355802	0.7684385074822225
hsa-mir-4521	568.0	1017.3388814437648	721.9005013866605	122.74075022288808	170.57185931988684	162.67358824719412	33.84461831919587	115.39456724997142	112.50562458505748	99.45202241576368	68.06095224783317	31.722498897684073	616.8140116874904	475.49194389033005	269.72191612626034
hsa-mir-4522	3.0	12.877707360047653	12.532994815740635	8.004831536275304	8.614740369691251	5.707845201655936	6.317662086249895	11.0956314663434	4.218960921939654	2.7498255045833275	1.6204988630436474	5.856461334957061	1.07272002032607	3.4455937963067402	1.536877014964445
hsa-mir-4523	3.0	3.2194268400119133	0.0	14.675524483171394	5.1688442218147514	7.13480650206992	0.9025231551785564	2.21912629326868	0.0	5.041346758402767	5.266621304891854	8.296653557855839	9.65448018293463	14.93090645066254	15.368770149644451
hsa-mir-4524a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-4525	0.0	0.0	0.0	1.3341385893792175	1.7229480739382503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1485312654355802	0.0
hsa-mir-4530	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-4532	0.0	0.0	0.0	0.0	0.0	1.426961300413984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-4538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-454	95.0	61.16910996022636	62.664974078703175	409.5805469394199	191.2472362071458	184.07800775340394	38.80849567267793	28.848641812492843	30.9390467608908	115.49267119249976	112.21954626577259	72.22968979780377	169.48976321151906	163.09143969185243	99.1285674652067
hsa-mir-455	65.0	28.97484156010722	47.62538029981442	92.05556266716604	63.74907873571525	47.08972291366148	12.184062594910513	26.62951551922416	12.656882765818962	124.65875620777751	152.73201784186372	142.50722581728857	122.29008231717201	225.11212802537386	175.97241821342894
hsa-mir-4635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-4637	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-4638	9.0	38.63312208014296	25.065989631481273	8.004831536275304	12.060636517567751	8.561767802483905	8.122708396607008	6.657378879806041	9.844242151192525	9.166085015277758	11.343492041305534	10.248807336174858	30.03616056912996	24.11915657414718	16.137208657126678
hsa-mir-4639	1.0	0.0	0.0	2.668277178758435	1.7229480739382503	1.426961300413984	0.4512615775892782	0.0	0.0	0.0	1.6204988630436474	0.48803844457975515	1.07272002032607	0.0	1.536877014964445
hsa-mir-4640	2.0	0.0	0.0	0.0	0.0	1.426961300413984	0.4512615775892782	0.0	0.0	0.0	0.40512471576091186	0.0	3.21816006097821	1.1485312654355802	0.7684385074822225
hsa-mir-4641	0.0	0.0	2.506598963148127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-4642	0.0	0.0	0.0	2.668277178758435	0.0	1.426961300413984	0.0	0.0	1.406320307313218	0.0	0.40512471576091186	0.0	0.0	0.0	0.0
hsa-mir-4644	0.0	0.0	0.0	1.3341385893792175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
