mirname	KO1	KO2	KO3	WT1	WT2	WT3	C352A1	C352A2	C352A3	P351A1	P351A2	P351A3	ALA-1	ALA-2	ALA-3
hsa-mir-23c	0.0	0.0	0.0	0.0	1.7229480739382503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-24-1	264.0	199.60446408073867	180.47512534666512	1483.5621113896887	758.0971525328304	667.8178885937444	110.1078249317839	128.70932500958347	167.35211657027295	131.99162421999972	154.35251670490734	184.47853205114748	232.78024441075723	341.1137858343673	526.3803776253224
hsa-mir-24-2	297.0	225.35987880083397	198.02131808870203	1686.3511769753295	875.2576215606315	791.963521729761	120.4868412163373	153.119714235539	175.7900384141523	143.44923048909692	169.74725590382198	199.11968538854015	313.2342459352125	491.5713816064285	643.1830307626201
hsa-mir-2467	7.0	0.0	2.506598963148127	41.35829627075574	20.675376887259006	17.12353560496781	3.1588310431249473	4.43825258653736	0.0	4.583042507638879	6.481995452174589	3.904307556638041	13.94536026423891	18.376500246969282	19.97940119453779
hsa-mir-25	2119.0	1171.8713697643366	1300.9248618738782	11413.555632139212	4624.392630450264	4847.387537506308	2557.75062177603	1129.5352832737576	914.1081997535917	2989.9769319836037	3926.8738698705174	3774.977368824406	4153.571918702542	4805.4548145824665	5284.551615955248
hsa-mir-26a-1	5155.0	3776.3876833339727	4712.40605071848	35953.70084518056	17027.89581473172	20222.895549466994	2518.039602948173	4180.833936518193	3809.7217125115094	2459.718913849786	2544.9934644100467	2783.771287882922	9918.369307934841	11603.611374695663	8410.559464392933
hsa-mir-26a-2	5158.0	3776.3876833339727	4712.40605071848	35960.371538127445	17029.61876280566	20224.32251076741	2517.1370797929944	4178.614810224924	3813.940673433449	2462.0104351036052	2548.6395868518944	2782.795210993763	9926.951068097453	11619.69081241176	8415.93853394531
hsa-mir-26b	1192.0	640.6659411623708	749.47308998129	11128.049974012058	2541.3484090589195	2912.4280141449412	1957.5727235822892	1089.591009994922	1153.1826519968392	1258.5034725976348	1752.5695203817036	1714.96709425326	2015.6409181926842	2218.9624048215396	1903.4221830334648
hsa-mir-27a	3803.0	2852.412180250555	2925.2009899938644	30470.391242831953	16509.288444476315	18460.598343455713	2422.372148499246	2500.955332513802	2192.453359101307	2023.4132671225643	2382.1333286741615	2264.9864212946427	3933.664314535698	7959.321669468569	7363.9462172021385
hsa-mir-27b	3955.0	2984.408680691042	3093.143120524788	31947.28266127476	17281.169181600642	19338.179543210324	2479.6823688530853	2545.3378583791764	2171.3585544916095	2335.5184618927715	2742.6943257013722	2537.799911814725	4402.442963418192	8736.87733616845	8256.103324389009
hsa-mir-28	388.0	167.41019568061955	193.0081201624057	2424.129816902038	970.0197656272353	1144.4229629320153	222.47195775151397	102.07980949035931	91.41081997535917	620.0856512835401	647.3892957859371	592.4786717198225	819.5580955291177	694.8614155885265	423.4096176227048
hsa-mir-2861	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4583042507638879	0.0	0.9760768891595103	0.0	2.2970625308711603	1.536877014964445
hsa-mir-2909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4583042507638879	0.0	0.0	0.0	0.0	0.0
hsa-mir-296	1.0	0.0	0.0	9.338970125654521	3.4458961478765007	4.280883901241952	0.4512615775892782	2.21912629326868	4.218960921939654	1.3749127522916638	2.8358730103263827	1.4641153337392654	1.07272002032607	1.1485312654355802	1.536877014964445
hsa-mir-299	0.0	0.0	0.0	1.3341385893792175	0.0	0.0	0.0	2.21912629326868	0.0	0.0	1.2153741472827355	1.9521537783190206	0.0	1.1485312654355802	0.0
hsa-mir-29a	1773.0	595.593965402204	832.1908557651782	5439.283028899068	2086.490117539221	2244.610125551197	300.08894909686995	683.4908983267537	604.7177321446836	2735.159768558882	2991.8460258943323	3132.230737312868	6393.41132114338	9702.792130399775	3979.74303025043
hsa-mir-29b-1	172.0	80.48567100029784	97.75735956277693	661.732740332092	339.42077056583537	348.17855730101223	33.39335674160659	97.64155690382194	99.8487418192385	38.95586131493047	47.399591744026694	52.708152014613574	139.45360264238911	343.41084836523845	130.63454627197783
hsa-mir-29b-2	160.0	74.04681732027402	90.23756267333255	641.7206614914038	311.85360138282334	319.63933129273255	31.1370488536602	88.76505173074722	95.62978089729884	35.28942730881937	43.75346930217849	44.411498456757734	127.65368241880233	331.9255357108827	116.03421462981558
hsa-mir-29c	35.0	9.65828052003574	12.532994815740635	73.37762241585698	18.952428813320754	34.247071209935626	5.866400508660617	15.533884052880762	8.437921843879309	34.83112305805548	49.83034003859216	44.41149845675772	126.5809623984763	187.21059626599973	35.34817134418224
hsa-mir-301a	365.0	160.97134200059566	258.17969320425703	1422.191736278245	692.6251257231768	752.0086053181693	165.16173739767578	155.33884052880765	132.19410888744252	253.9005549231939	256.44394507665714	211.80868494761378	1897.6417159568166	2642.77044176727	830.6820265882824
hsa-mir-301b	113.0	51.51082944019061	77.70456785759193	276.1666880014981	110.26867673204804	135.56132353932847	36.10092620714226	48.82077845191096	46.40857014133619	43.080599571805465	44.563718733700306	59.05265179415038	153.39896290662804	257.27100345757	59.16976507613114
hsa-mir-302a	0.0	0.0	0.0	1.3341385893792175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-302d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1485312654355802	0.0
hsa-mir-3064	16.0	9.65828052003574	20.052791705185015	10.673108715033738	15.50653266544425	12.842651703725856	8.122708396607008	8.87650517307472	23.907445224324714	10.540997767569422	8.102494315218237	7.8086151132760815	28.96344054880389	20.67356277784044	9.989700597268893
hsa-mir-3065	7.0	12.877707360047653	2.506598963148127	37.355880502618085	22.398324961197254	38.52795511117757	3.1588310431249473	6.657378879806041	2.812640614626436	6.416259510694431	6.8871201679355005	3.9043075566380416	10.7272002032607	13.782375185226961	13.063454627197784
hsa-mir-3074	5.0	3.2194268400119133	0.0	8.004831536275304	3.4458961478765007	2.853922600827968	0.9025231551785564	0.0	0.0	1.8332170030555517	2.430748294565471	0.9760768891595103	1.07272002032607	2.2970625308711603	0.0
hsa-mir-30a	224.0	286.52898876106036	298.28527661462704	4784.220981513871	3035.834506279198	3367.628668977002	243.2299903206208	343.9645754566456	310.79678791622115	243.3595571556245	234.162085709807	207.90437739097572	1363.4271458344338	2850.6546008111095	3568.6284287474396
hsa-mir-30b	176.0	61.16910996022635	82.71776578388817	679.0765419940218	279.1175879779966	276.83049228031285	41.967326715802876	55.478157331717	42.189609219396544	71.03715886840263	66.03532866902862	84.91868935687741	1018.0112992894406	930.31032500282	242.8265683643823
hsa-mir-30c-1	187.0	64.38853680023827	115.30355230481382	2867.063828575936	508.2696818117839	586.4810944701474	116.42548701803379	66.5737887980604	66.09705444372125	226.86060412812452	222.81859366850145	199.60772383311988	1301.2093846555222	1146.2342029047093	365.7767295615381
hsa-mir-30c-2	160.0	48.2914026001787	92.74416163648068	2758.9986028362196	420.39933004093314	513.7060681490342	102.43637811276616	66.5737887980604	53.440171677902285	211.73656385291622	202.9674825962168	186.91872427404624	1256.1551438018273	1109.4812024107705	347.33420538196464
hsa-mir-30d	2291.0	1641.907688406076	2037.8649570394273	15832.222640163187	7398.339029490845	8869.991443373332	2084.377226884877	1477.938111316941	883.1691529927007	3447.3645742459635	3676.9119202460347	2920.9100908098326	6604.737165147614	6666.0754645881125	7421.57910526331
hsa-mir-30e	4631.0	2768.7070824102443	3238.52586038738	22328.14343185061	11030.31356935269	12641.450160367502	1325.8065149573001	1861.8469600524215	1847.9048838095698	2533.9642024735354	3119.865436074781	2524.1348353664903	4483.9696849629745	7866.290636968295	8258.408639911459
hsa-mir-31	16546.0	11280.871647401751	10221.910571718057	57009.07606276338	28623.33635233614	28288.080819406838	6024.342060816866	6229.087505205182	6592.82960068436	44224.5269817122	52750.478989796844	53217.664150754776	76359.42920687057	78458.46780443547	65645.39637868387
hsa-mir-3115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-3116-1	4.0	0.0	5.013197926296254	5.336554357516871	0.0	5.707845201655936	2.256307887946391	4.43825258653736	2.812640614626436	2.7498255045833275	1.2153741472827355	1.9521537783190206	2.14544004065214	1.1485312654355802	1.536877014964445
hsa-mir-3116-2	4.0	0.0	5.013197926296254	5.336554357516871	0.0	5.707845201655936	2.256307887946391	4.43825258653736	2.812640614626436	2.7498255045833275	1.2153741472827355	1.9521537783190206	2.14544004065214	1.1485312654355802	1.536877014964445
hsa-mir-3120	1.0	0.0	0.0	9.338970125654521	1.7229480739382503	0.0	0.0	2.21912629326868	0.0	1.3749127522916638	1.2153741472827355	1.4641153337392654	0.0	2.2970625308711603	0.7684385074822225
hsa-mir-3121	0.0	0.0	0.0	0.0	0.0	0.0	0.4512615775892782	0.0	0.0	1.3749127522916638	0.40512471576091186	1.9521537783190208	0.0	1.1485312654355802	0.0
hsa-mir-3122	0.0	0.0	0.0	0.0	0.0	0.0	0.4512615775892782	0.0	0.0	0.0	0.8102494315218237	0.48803844457975515	0.0	0.0	0.0
hsa-mir-3124	0.0	0.0	0.0	1.3341385893792175	0.0	0.0	0.0	0.0	1.406320307313218	0.9166085015277758	0.40512471576091186	1.4641153337392654	0.0	1.1485312654355802	0.7684385074822225
hsa-mir-3126	2.0	0.0	2.506598963148127	0.0	0.0	4.280883901241952	0.0	2.21912629326868	1.406320307313218	0.9166085015277758	0.8102494315218237	0.48803844457975515	1.07272002032607	0.0	0.7684385074822225
hsa-mir-3127	3.0	6.4388536800238265	10.026395852592508	14.675524483171394	3.4458961478765007	8.561767802483905	3.6100926207142257	2.21912629326868	0.0	7.332868012222207	7.697369599457325	6.832538224116571	12.87264024391284	8.03971885804906	6.915946567340003
hsa-mir-3128	0.0	0.0	0.0	1.3341385893792175	3.4458961478765007	1.426961300413984	0.0	0.0	0.0	0.4583042507638879	2.430748294565471	1.4641153337392654	0.0	1.1485312654355802	0.7684385074822225
hsa-mir-3129	3.0	3.2194268400119133	2.506598963148127	2.668277178758435	0.0	1.426961300413984	0.0	2.21912629326868	0.0	2.2915212538194396	1.6204988630436474	2.4401922228987756	1.07272002032607	1.1485312654355802	0.7684385074822225
hsa-mir-3130-1	5.0	0.0	7.519796889444381	1.3341385893792175	8.614740369691251	7.13480650206992	3.1588310431249473	4.43825258653736	0.0	3.2081297553472155	2.8358730103263827	4.392346001217796	0.0	2.2970625308711603	0.7684385074822225
hsa-mir-3130-2	5.0	0.0	7.519796889444381	2.668277178758435	8.614740369691251	7.13480650206992	3.1588310431249473	4.43825258653736	0.0	3.2081297553472155	2.8358730103263827	4.392346001217796	0.0	2.2970625308711603	0.7684385074822225
hsa-mir-3131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40512471576091186	0.0	0.0	0.0	0.0
hsa-mir-3132	0.0	0.0	0.0	0.0	0.0	1.426961300413984	0.9025231551785564	0.0	0.0	0.0	0.8102494315218237	0.0	0.0	0.0	0.0
hsa-mir-3133	1.0	3.2194268400119133	0.0	4.002415768137652	1.7229480739382503	2.853922600827968	0.4512615775892782	0.0	0.0	4.583042507638879	4.051247157609119	5.856461334957062	2.14544004065214	5.742656327177901	0.7684385074822225
hsa-mir-3134	1.0	0.0	0.0	0.0	0.0	1.426961300413984	0.9025231551785564	0.0	0.0	0.0	0.0	0.48803844457975515	1.07272002032607	0.0	0.7684385074822225
hsa-mir-3135a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4583042507638879	0.0	0.0	0.0	0.0	0.0
hsa-mir-3135b	1.0	3.2194268400119133	0.0	0.0	0.0	0.0	0.4512615775892782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-3136	1.0	0.0	0.0	0.0	1.7229480739382503	1.426961300413984	0.0	2.21912629326868	0.0	0.0	1.6204988630436474	0.0	1.07272002032607	1.1485312654355802	0.0
hsa-mir-3138	13.0	6.4388536800238265	10.026395852592508	12.007247304412957	8.614740369691251	11.415690403311872	4.061354198303504	0.0	5.625281229252872	3.6664340061111034	5.6717460206527655	4.392346001217796	8.58176016260856	3.4455937963067402	5.379069552375557
hsa-mir-3139	0.0	0.0	0.0	2.668277178758435	1.7229480739382503	0.0	0.0	0.0	0.0	0.4583042507638879	0.40512471576091186	0.0	0.0	1.1485312654355802	1.536877014964445
hsa-mir-3140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-3141	1.0	3.2194268400119133	0.0	0.0	0.0	0.0	0.4512615775892782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-3143	34.0	25.755414720095306	45.11878133666629	26.68277178758435	27.567169183012005	25.685303407451716	4.963877353482061	24.41038922595548	16.875843687758618	13.749127522916638	11.343492041305531	12.200961114493879	26.81800050815175	41.34712555568089	14.600331642162232
hsa-mir-3144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-3145	3.0	0.0	0.0	4.002415768137652	0.0	0.0	0.4512615775892782	0.0	0.0	1.3749127522916638	2.430748294565471	1.9521537783190208	3.21816006097821	2.2970625308711603	0.0
hsa-mir-3146	0.0	0.0	0.0	1.3341385893792175	0.0	0.0	0.0	0.0	0.0	0.4583042507638879	0.0	0.0	2.14544004065214	0.0	0.7684385074822225
hsa-mir-3149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4583042507638879	0.0	0.0	0.0	0.0	0.0
hsa-mir-3150a	2.0	0.0	2.506598963148127	5.33655435751687	1.7229480739382503	0.0	3.158831043124948	2.21912629326868	0.0	2.7498255045833275	2.8358730103263827	3.416269112058286	3.21816006097821	1.1485312654355802	3.8421925374111128
hsa-mir-3153	1.0	0.0	2.506598963148127	1.3341385893792175	0.0	4.280883901241952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-3155a	5.0	9.65828052003574	0.0	13.341385893792172	1.7229480739382503	5.707845201655936	0.9025231551785564	0.0	2.812640614626436	1.8332170030555517	3.240997726087295	3.904307556638041	3.21816006097821	3.4455937963067402	3.07375402992889
hsa-mir-3155b	0.0	0.0	0.0	1.3341385893792175	0.0	1.426961300413984	0.0	0.0	0.0	0.0	0.0	0.9760768891595103	0.0	0.0	0.0
hsa-mir-3157	6.0	0.0	2.506598963148127	1.3341385893792175	3.4458961478765007	1.426961300413984	0.9025231551785564	2.21912629326868	1.406320307313218	3.6664340061111034	0.8102494315218237	1.4641153337392654	0.0	1.1485312654355802	0.7684385074822225
hsa-mir-3158-1	48.0	16.097134200059568	27.5725885946294	104.06280997157899	67.19497488359177	55.65149071614539	27.978217810535252	35.50602069229888	16.875843687758618	44.45551232409713	59.55333321685405	55.14834423751235	79.38128150412919	42.49565682111647	56.86444955368449
hsa-mir-3158-2	48.0	16.097134200059568	27.5725885946294	104.06280997157899	67.19497488359177	55.65149071614539	27.978217810535252	35.50602069229888	16.875843687758618	43.99720807333324	59.55333321685405	55.14834423751235	79.38128150412919	42.49565682111647	56.096011046202264
hsa-mir-3159	9.0	3.2194268400119133	0.0	12.007247304412957	5.1688442218147514	7.134806502069921	5.866400508660616	0.0	1.406320307313218	5.041346758402767	3.240997726087295	2.440192222898776	4.29088008130428	4.594125061742321	5.379069552375557
hsa-mir-3160-1	0.0	0.0	0.0	1.3341385893792175	0.0	1.426961300413984	0.4512615775892782	0.0	0.0	0.0	1.6204988630436474	0.48803844457975515	0.0	1.1485312654355802	0.7684385074822225
hsa-mir-3160-2	0.0	0.0	0.0	1.3341385893792175	0.0	1.426961300413984	0.4512615775892782	0.0	0.0	0.0	1.6204988630436474	0.48803844457975515	0.0	1.1485312654355802	0.7684385074822225
hsa-mir-3162	0.0	0.0	0.0	1.3341385893792175	1.7229480739382503	1.426961300413984	0.4512615775892782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-3163	0.0	0.0	0.0	1.3341385893792175	1.7229480739382503	4.280883901241952	0.4512615775892782	0.0	1.406320307313218	0.4583042507638879	0.40512471576091186	0.48803844457975515	0.0	2.2970625308711603	0.0
hsa-mir-3164	2.0	0.0	0.0	2.668277178758435	0.0	0.0	0.9025231551785564	0.0	0.0	0.4583042507638879	0.0	0.48803844457975515	2.14544004065214	0.0	1.536877014964445
hsa-mir-3165	2.0	0.0	0.0	6.670692946896088	0.0	0.0	0.0	0.0	0.0	0.9166085015277758	0.8102494315218237	0.48803844457975515	3.21816006097821	2.2970625308711603	0.7684385074822225
hsa-mir-3166	3.0	3.2194268400119133	0.0	4.002415768137652	1.7229480739382503	5.707845201655936	1.8050463103571128	6.657378879806041	5.625281229252872	0.4583042507638879	0.8102494315218237	0.9760768891595103	2.14544004065214	1.1485312654355802	1.536877014964445
hsa-mir-3168	0.0	0.0	0.0	0.0	0.0	0.0	0.4512615775892782	0.0	0.0	0.4583042507638879	0.0	0.0	0.0	0.0	0.0
hsa-mir-3170	0.0	0.0	0.0	1.3341385893792175	0.0	1.426961300413984	0.0	2.21912629326868	0.0	0.0	0.40512471576091186	0.0	1.07272002032607	1.1485312654355802	0.0
hsa-mir-3173	1.0	3.2194268400119133	0.0	1.3341385893792175	0.0	9.988729102897889	0.9025231551785564	0.0	0.0	0.9166085015277758	2.430748294565471	1.9521537783190206	4.29088008130428	1.1485312654355802	1.536877014964445
hsa-mir-3174	1.0	3.2194268400119133	5.013197926296254	6.6706929468960885	1.7229480739382503	0.0	0.4512615775892782	2.21912629326868	1.406320307313218	0.9166085015277758	1.6204988630436474	1.4641153337392654	1.07272002032607	4.594125061742321	0.7684385074822225
hsa-mir-3175	0.0	9.65828052003574	5.013197926296254	5.336554357516871	6.891792295753001	4.280883901241952	0.4512615775892782	0.0	0.0	0.9166085015277758	0.40512471576091186	0.0	1.07272002032607	2.2970625308711603	2.305315522446668
hsa-mir-3176	34.0	32.194268400119135	27.572588594629394	98.72625561406211	44.79664992239451	52.79756811531742	21.660555724285356	19.972136639418125	14.063203073132179	26.5816465443055	19.851111072284677	24.401922228987758	16.09080030489105	26.416219105018342	21.516278209502232
hsa-mir-3177	14.0	3.2194268400119133	10.026395852592508	22.680356019446698	18.952428813320754	18.550496905381795	5.415138931071339	0.0	2.812640614626436	8.249476513749983	4.051247157609118	7.320576668696326	5.36360010163035	4.594125061742321	5.379069552375557
hsa-mir-3178	0.0	0.0	0.0	0.0	1.7229480739382503	0.0	0.4512615775892782	0.0	0.0	0.9166085015277758	0.0	0.0	0.0	0.0	0.7684385074822225
hsa-mir-3179-1	1.0	6.4388536800238265	0.0	5.33655435751687	6.891792295753001	1.426961300413984	0.4512615775892782	0.0	0.0	0.9166085015277758	2.430748294565471	0.0	0.0	1.1485312654355802	0.7684385074822225
hsa-mir-3179-2	1.0	6.4388536800238265	0.0	5.33655435751687	6.891792295753001	1.426961300413984	0.4512615775892782	0.0	0.0	0.9166085015277758	2.430748294565471	0.0	0.0	1.1485312654355802	0.7684385074822225
hsa-mir-3179-3	1.0	6.4388536800238265	0.0	5.33655435751687	6.891792295753001	1.426961300413984	0.4512615775892782	0.0	0.0	0.9166085015277758	2.430748294565471	0.0	0.0	1.1485312654355802	0.7684385074822225
hsa-mir-3179-4	1.0	6.4388536800238265	0.0	5.33655435751687	6.891792295753001	1.426961300413984	0.4512615775892782	0.0	0.0	0.9166085015277758	2.430748294565471	0.0	0.0	1.1485312654355802	0.7684385074822225
hsa-mir-3180-1	0.0	3.2194268400119133	0.0	9.338970125654523	5.1688442218147514	2.853922600827968	3.610092620714226	0.0	1.406320307313218	2.7498255045833275	1.2153741472827355	1.4641153337392654	0.0	2.2970625308711603	4.610631044893336
hsa-mir-3180-2	0.0	3.2194268400119133	0.0	9.338970125654523	5.1688442218147514	2.853922600827968	3.610092620714226	0.0	1.406320307313218	2.7498255045833275	1.2153741472827355	1.4641153337392654	0.0	2.2970625308711603	4.610631044893336
hsa-mir-3180-3	0.0	3.2194268400119133	0.0	9.338970125654523	5.1688442218147514	2.853922600827968	3.610092620714226	0.0	1.406320307313218	2.7498255045833275	1.2153741472827355	1.4641153337392654	0.0	2.2970625308711603	4.610631044893336
hsa-mir-3180-4	0.0	3.2194268400119133	0.0	12.007247304412958	5.1688442218147514	2.853922600827968	3.610092620714226	0.0	1.406320307313218	2.7498255045833275	1.6204988630436474	1.4641153337392654	0.0	2.2970625308711603	4.610631044893336
hsa-mir-3180-5	0.0	3.2194268400119133	0.0	12.007247304412958	5.1688442218147514	2.853922600827968	3.610092620714226	0.0	1.406320307313218	2.7498255045833275	1.6204988630436474	1.4641153337392654	0.0	2.2970625308711603	4.610631044893336
hsa-mir-3181	0.0	0.0	0.0	2.668277178758435	1.7229480739382503	1.426961300413984	0.0	0.0	0.0	0.0	0.0	0.48803844457975515	0.0	0.0	0.0
hsa-mir-3183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48803844457975515	0.0	0.0	0.0
hsa-mir-3184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-3185	1.0	0.0	2.506598963148127	0.0	0.0	0.0	0.4512615775892782	0.0	0.0	0.4583042507638879	0.0	0.48803844457975515	1.07272002032607	0.0	0.7684385074822225
hsa-mir-3187	5.0	6.4388536800238265	2.506598963148127	28.01691037696357	29.290117256950257	22.83138080662375	3.1588310431249473	4.43825258653736	2.812640614626436	1.3749127522916638	1.6204988630436474	2.440192222898776	10.7272002032607	5.742656327177901	5.379069552375558
hsa-mir-3188	11.0	19.31656104007148	12.532994815740635	25.348633198205132	10.337688443629503	14.26961300413984	7.220185241428452	15.533884052880762	14.06320307313218	10.99930201833331	8.102494315218236	9.272730447015348	21.4544004065214	19.525031512404862	7.6843850748222255
hsa-mir-3189	3.0	0.0	0.0	6.6706929468960885	1.7229480739382503	1.426961300413984	2.256307887946391	2.21912629326868	0.0	2.7498255045833275	2.430748294565471	1.4641153337392654	4.29088008130428	1.1485312654355802	0.0
hsa-mir-3190	12.0	16.097134200059568	10.026395852592508	18.677940251309046	12.060636517567751	12.842651703725856	7.67144681901773	17.75301034614944	16.875843687758614	14.207431773680526	10.533242609783713	7.320576668696327	5.36360010163035	6.891187592613481	9.989700597268895
hsa-mir-3191	0.0	0.0	2.506598963148127	1.3341385893792175	0.0	0.0	0.9025231551785564	0.0	0.0	0.4583042507638879	1.2153741472827355	0.0	1.07272002032607	0.0	0.0
hsa-mir-3192	0.0	0.0	0.0	1.3341385893792175	0.0	0.0	0.0	0.0	0.0	0.0	0.40512471576091186	0.0	0.0	0.0	0.7684385074822225
hsa-mir-3193	6.0	3.2194268400119133	10.026395852592508	12.007247304412957	8.614740369691251	7.13480650206992	4.963877353482061	15.533884052880762	7.03160153656609	4.124738256874991	6.8871201679355005	12.200961114493877	8.58176016260856	10.33678138892022	10.758139104751118
hsa-mir-3194	0.0	0.0	0.0	4.002415768137653	1.7229480739382503	7.13480650206992	0.0	0.0	0.0	1.3749127522916638	0.40512471576091186	1.4641153337392656	1.07272002032607	6.891187592613481	1.536877014964445
hsa-mir-3197	0.0	0.0	0.0	0.0	0.0	1.426961300413984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-3198-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48803844457975515	0.0	1.1485312654355802	0.0
hsa-mir-3198-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48803844457975515	0.0	1.1485312654355802	0.0
hsa-mir-3199-1	4.0	3.2194268400119133	0.0	5.33655435751687	0.0	0.0	1.3537847327678345	4.43825258653736	5.625281229252872	0.4583042507638879	1.2153741472827355	0.48803844457975515	8.58176016260856	3.4455937963067402	3.8421925374111128
hsa-mir-3199-2	6.0	16.097134200059568	0.0	5.33655435751687	3.4458961478765007	1.426961300413984	1.8050463103571128	6.657378879806041	5.625281229252872	0.4583042507638879	1.6204988630436474	1.4641153337392654	8.58176016260856	5.742656327177901	4.610631044893335
hsa-mir-32	24.0	19.31656104007148	22.559390668333144	69.37520664771932	29.29011725695026	28.539226008279684	7.6714468190177305	6.657378879806041	14.063203073132179	5.499651009166655	7.292244883696412	11.712922669914125	16.09080030489105	22.970625308711597	13.831893134680005
hsa-mir-3200	17.0	6.4388536800238265	10.026395852592508	96.05797843530368	29.29011725695026	37.10099381076358	15.794155215624738	11.095631466343402	8.437921843879307	57.74633559624988	61.98408151141952	78.5741895773406	143.7444827236934	148.1605332411899	102.97076000261778
hsa-mir-3201	0.0	0.0	2.506598963148127	0.0	0.0	0.0	0.0	0.0	0.0	0.4583042507638879	0.0	0.0	0.0	0.0	0.0
hsa-mir-320a	63682.0	56996.73277557106	58877.50304538622	68303.89336044776	64775.95578778251	64027.75354957557	65861.17598757768	63240.66110557075	62142.48173955674	77466.70920236911	75881.47976088211	72183.32614556888	91164.03820739049	95030.62543340553	88662.43499329919
hsa-mir-320b-1	56515.0	50245.59469206597	51661.004630482865	63881.22393665572	58997.18794779359	58312.7735414175	61881.95139639533	57752.761782317386	56487.667783850084	69677.37015638621	69305.90049936651	67607.47768918885	66747.85782474901	66326.53204763928	61120.062008121065
hsa-mir-320b-2	56515.0	50245.59469206597	51661.004630482865	63883.89221383448	58998.91089586752	58314.20050271791	61882.40265797292	57752.761782317386	56490.4804244647	69678.28676488774	69306.71074879802	67609.42984296716	66754.29414487096	66333.4232352319	61125.441077673444
hsa-mir-320c-1	11751.0	14767.510915134651	13904.104448582655	9692.51685184002	11066.495478905383	11327.21880268621	10376.759976665455	11579.400998275969	12047.946072752333	7835.169471059426	8041.725607854104	8666.098660402724	6950.153011692613	6709.719652674664	7804.26148198946
hsa-mir-320c-2	3741.0	6345.49030166348	5128.50147860107	2143.960713132402	2763.608710596953	3087.944254095861	2468.4008294133523	3062.3942847107787	3453.922674761264	1303.8755934232613	1460.4746003180874	1571.483791546812	1624.09811077367	1644.6967721037508	2222.324163638587
hsa-mir-320d-1	61.0	22.535987880083393	45.11878133666628	33.35346473448043	31.013065330888505	25.685303407451713	17.147939948392573	31.067768105761523	36.56432799014367	43.080599571805465	38.89197271304754	34.16269112058286	13.94536026423891	27.564750370453922	15.368770149644451
hsa-mir-320d-2	62.0	22.535987880083393	45.11878133666628	33.35346473448043	31.013065330888505	25.685303407451713	17.147939948392573	31.067768105761523	36.56432799014367	43.080599571805465	39.29709742880845	34.16269112058286	13.94536026423891	27.564750370453922	15.368770149644451
hsa-mir-320e	65.0	19.31656104007148	42.61218237351815	29.351048966342784	31.013065330888505	29.966187308693666	16.245416793214016	26.629515519224164	30.939046760890797	41.7056868195138	39.29709742880845	32.6985757868436	11.79992022358677	26.416219105018342	14.600331642162228
hsa-mir-323a	2.0	0.0	0.0	1.3341385893792175	0.0	0.0	1.3537847327678345	0.0	1.406320307313218	0.4583042507638879	0.40512471576091186	1.9521537783190206	0.0	2.2970625308711603	0.0
hsa-mir-323b	0.0	0.0	0.0	0.0	0.0	0.0	0.4512615775892782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-324	56.0	35.41369524013105	40.10558341037003	234.80839173074241	91.31624791872729	81.33679412359706	21.660555724285356	24.41038922595548	26.720085838951146	46.74703357791657	43.753469302178495	52.70815201461357	190.9441636180406	212.4782841055825	119.1079686597444
